Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,year_count,miles driven
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,First,12.7,2179.0,187.7,5.0,1.28,55.76,1,0,0,1,0,6,22425.900761
Ford Figo Diesel ZXI,Chennai,2010,120000,First,20.0,1399.0,68.0,5.0,1.28,2.6,1,0,0,0,1,14,74564.52
Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,1.28,8.5,1,0,0,0,1,8,20505.243
Honda City 1.5 GXI,Ahmedabad,2007,60006,First,0.0,1631.552572706935,113.80314403717087,5.0,1.28,2.95,0,0,1,0,1,17,37285.988226
Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8,1498.0,98.6,5.0,1.28,3.5,1,0,0,0,1,10,32311.292
Hyundai i10 Magna,Jaipur,2015,43571,First,20.36,1197.0,78.9,5.0,1.28,3.55,0,0,1,0,1,9,27073.755841000002
Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8,1498.0,98.6,5.0,1.28,3.25,1,0,0,0,1,11,31068.55
Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5,1896.0,106.0,5.0,1.28,4.5,1,0,0,0,1,16,70214.923
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87,1461.0,83.8,5.0,1.28,5.35,1,0,0,0,1,10,55923.39
Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,100.0,7.0,1.28,6.5,1,0,0,0,1,7,18019.759000000002
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,1.28,9.0,1,0,0,0,1,8,12427.42
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6,1197.0,81.83,5.0,1.28,6.0,0,0,1,0,1,8,37911.087452
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7,1390.0,85.0,5.0,1.28,2.75,0,0,1,0,1,15,54344.486289
Tata Indigo eCS GLX,Pune,2010,70500,First,15.64,1193.0,64.1,5.0,1.28,1.5,0,0,1,0,1,14,43806.6555
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73,1968.0,174.33,5.0,1.28,19.9,1,0,0,1,0,9,39831.745213
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7,1798.0,177.5,5.0,1.28,10.0,0,0,1,1,0,10,47224.196
Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59,1364.0,67.06,5.0,1.28,3.0,1,0,0,0,1,10,64622.584
Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1,1631.552572706935,113.80314403717087,5.0,1.28,2.11,0,0,1,0,1,14,26098.203371
Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,1.28,11.96,0,0,1,1,0,10,23142.962895
Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,1.28,3.25,1,0,0,0,1,11,27961.695
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32,1582.0,126.32,5.0,1.28,4.75,1,0,0,0,1,12,73220.494527
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46,1461.0,83.8,5.0,1.28,5.95,1,0,0,0,1,10,18641.13
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29,1591.0,121.3,5.0,1.28,8.15,0,0,1,0,1,9,16812.435147
Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51,998.0,67.0,5.0,1.28,4.22,0,0,1,1,0,8,5281.6535
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74,1796.0,186.0,5.0,1.28,10.5,0,0,1,1,0,14,18951.8155
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,1.28,45.0,1,0,0,1,0,12,34796.776
Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81,1086.0,68.05,5.0,1.28,2.9,0,0,1,0,1,12,27340.324
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3,1598.0,103.52,5.0,1.28,8.9,0,0,1,1,0,7,6524.3955
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,1.28,26.0,0,0,1,1,0,7,16155.646
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19,1197.0,81.86,5.0,1.28,8.22,0,0,1,0,1,6,15637.422586
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8,1498.0,98.6,5.0,1.28,3.5,1,0,0,0,1,10,39767.744
Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9,998.0,67.1,5.0,1.28,1.25,0,0,1,0,1,20,37903.631
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,65.0,5.0,1.28,3.7,1,0,0,0,1,11,66486.697
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27,2143.0,167.62,5.0,1.28,39.41,1,0,0,1,0,6,18119.799731
Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,1.28,2.65,0,0,1,0,1,11,19883.872
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,1.28,8.92,1,0,0,0,1,9,28690.563183000002
Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,1.28,35.67,0,0,1,1,0,7,16358.834317
Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,99.0,5.0,1.28,3.6,1,0,0,0,1,9,43766.887756000004
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,1.28,0.85,1,0,0,0,1,17,124274.2
Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,1.28,3.32,0,0,1,0,1,8,37787.434623
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,1.28,3.6,1,0,0,0,1,12,27961.695
Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,74.0,5.0,1.28,6.8,1,0,0,0,1,8,39767.744
Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,1.28,2.5,1,0,0,0,1,12,25652.680364
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,1.28,19.64,1,0,0,1,0,5,8801.720215
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,1.28,7.0,1,0,0,1,0,13,41631.857
Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,1.28,3.87,0,0,1,0,1,13,20239.296212
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,1.28,6.27,0,0,1,0,1,6,9295.71016
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,1.28,18.12,1,0,0,1,0,9,34784.34858
Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,1.28,2.65,1,0,0,0,1,11,45981.454
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,1.28,7.2,1,0,0,0,1,9,35323.077237
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,1.28,14.3,1,0,0,0,1,9,75418.283754
Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,1.28,6.9,1,0,0,0,1,11,32311.292
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,102.0,7.0,1.28,10.75,1,0,0,0,1,10,73321.778
Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,1.28,8.09,0,0,1,0,1,8,21073.797465
BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,184.0,5.0,1.28,18.5,1,0,0,1,0,10,50953.664742
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,70.0,5.0,1.28,4.75,1,0,0,0,1,7,20505.243
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,1.28,8.45,1,0,0,0,1,8,21126.614
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,1.28,3.5,1,0,0,0,1,12,34175.405
Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,82.0,5.0,1.28,1.8,1,0,0,0,1,18,99753.657598
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,1.28,3.7,1,0,0,0,1,10,37282.26
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,1.28,7.17,0,0,1,0,1,7,30804.467325
Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,1.28,1.75,0,0,1,0,1,14,51573.793
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,183.0,5.0,1.28,21.99,1,0,0,1,0,6,31904.915366
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,1.28,18.65,1,0,0,0,1,7,26718.953
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,35.0,5.0,1.28,1.85,0,0,1,0,1,13,21747.985
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,1.28,5.95,0,0,1,0,1,7,17318.852512
Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,82.0,5.0,1.28,3.75,0,0,1,0,1,10,10261.320694
Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,74.0,5.0,1.28,3.75,1,0,0,0,1,12,74564.52
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,1.28,2.6,1,0,0,0,1,16,89026.930025
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,80.0,5.0,1.28,2.8,0,0,1,0,1,14,32311.292
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,1.28,61.29,1,0,0,1,0,7,18528.661849
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,170.0,5.0,1.28,18.0,1,0,0,0,1,10,35418.147
Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,1.28,4.35,1,0,0,0,1,10,54991.3335
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,1.28,13.75,1,0,0,0,1,8,17398.388
Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,1.28,2.0,0,0,1,0,1,14,41631.857
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,1.28,10.0,1,0,0,0,1,8,16155.646
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,76.0,5.0,1.28,1.65,1,0,0,0,1,14,74564.52
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,1.28,45.77,1,0,0,1,0,7,32300.107322
Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,1.28,3.25,0,0,1,0,1,14,22369.356
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,1.28,12.8,1,0,0,0,1,8,29204.437
Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,60.0,5.0,1.28,0.55,0,0,1,0,1,22,37282.26
Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,74.0,5.0,1.28,7.15,1,0,0,0,1,6,19278.035275000002
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,120.0,8.0,1.28,7.0,1,0,0,0,1,11,65243.955
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,1.28,3.75,1,0,0,0,1,7,75745.1249
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,1.28,8.5,0,0,1,0,1,7,14102.014845
Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,74.0,5.0,1.28,4.35,1,0,0,0,1,12,45360.083
Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,1.28,3.26,0,0,1,0,1,8,20024.923217
Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,118.0,5.0,1.28,4.21,0,0,1,0,1,13,34175.405
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,1.28,70.36,1,0,0,1,0,6,7013.414477
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,105.0,5.0,1.28,2.95,1,0,0,1,0,15,29825.808
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,1.28,4.28,0,0,1,0,1,12,33745.416268
Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,118.0,5.0,1.28,3.57,0,0,1,1,0,15,48741.583982000004
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,1.28,3.11,1,0,0,0,1,11,28583.066
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,1.28,5.96,0,0,1,1,0,10,27993.384921
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,1.28,4.7,1,0,0,0,1,13,42874.599
Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,1.28,6.9,0,0,1,0,1,10,30447.179
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,1.28,5.25,1,0,0,0,1,6,27961.695
BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,177.0,5.0,1.28,28.0,1,0,0,1,0,9,39767.744
Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,67.0,5.0,1.28,1.35,0,0,1,0,1,15,37282.26
Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,1.28,4.85,0,0,1,0,1,9,38635.606038
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,105.0,5.0,1.28,6.7,1,0,0,0,1,12,36043.246226
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,1.28,3.1,0,0,1,0,1,14,45981.454
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,170.0,5.0,1.28,18.64,1,0,0,1,0,9,48324.644041
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,1.28,2.8,0,0,1,0,1,12,28132.572025
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,1.28,20.25,1,0,0,0,1,8,29825.808
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,1.28,26.78,1,0,0,1,0,9,19667.634892000002
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,1.28,8.26,1,0,0,0,1,14,67729.439
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,1.28,3.89,0,0,1,0,1,9,19870.201838
Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,1.28,2.1,0,0,1,0,1,13,43495.97
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,1.28,12.69,0,0,1,1,0,7,9320.565
Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,70.0,5.0,1.28,2.58,1,0,0,0,1,11,36746.638198
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,1.28,20.77,1,0,0,1,0,10,38354.746346
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,136.0,5.0,1.28,20.26,1,0,0,1,0,9,29825.808
Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,1.28,4.25,0,0,1,1,0,10,48351.984365000004
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,1.28,57.0,1,0,0,1,0,7,18019.759000000002
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,1.28,44.0,1,0,0,1,0,7,27340.324
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,1.28,3.65,1,0,0,0,1,13,67497.046246
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,35.0,5.0,1.28,2.05,0,0,1,0,1,12,44608.845461
Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,1.28,3.13,0,0,1,0,1,12,57123.257401
Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,1.28,1.5,1,0,0,0,1,24,98176.618
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,75.0,5.0,1.28,2.85,1,0,0,0,1,12,56658.471893
Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,1.28,2.65,0,0,1,0,1,12,40389.115
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,140.0,7.0,1.28,10.6,1,0,0,0,1,9,54946.594788
Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,70.0,5.0,1.28,1.25,1,0,0,0,1,16,85749.198
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,1.28,8.25,0,0,1,0,1,6,11184.678
Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,1.28,4.45,0,0,1,1,0,13,37282.26
Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,1.28,3.7,1,0,0,0,1,12,29825.808
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,68.0,5.0,1.28,2.8,1,0,0,0,1,15,99419.36
Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,1.28,1.8,0,0,1,0,1,16,24854.84
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,1.28,21.95,1,0,0,1,0,10,31997.499645
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,313.0,4.0,1.28,49.0,1,0,0,1,0,13,18641.13
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,1.04,62.67,1,0,0,1,0,7,60540.176530000004
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,90.0,5.0,1.28,5.5,1,0,0,0,1,12,51573.793
Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,1.28,2.95,0,0,1,1,0,15,22990.727
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,1.28,6.86,0,0,1,1,0,8,17710.937613000002
Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,74.0,5.0,1.28,6.15,1,0,0,0,1,9,47532.396016
Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,1.28,3.3,0,0,1,0,1,13,49182.757392
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,1.28,2.55,0,0,1,0,1,13,19883.872
Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,1.28,1.5,0,0,1,0,1,15,21747.985
Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,125.0,5.0,1.28,2.5,0,0,1,1,0,20,65243.955
Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,1.28,1.4,0,0,1,0,1,18,34796.776
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,1.28,3.4,1,0,0,0,1,12,45360.083
Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,1.28,2.25,0,0,1,0,1,12,23612.098
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,141.0,5.0,1.28,7.5,1,0,0,1,0,11,481562.525
Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,125.0,5.0,1.28,2.8,0,0,1,1,0,16,49709.68
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,1.28,7.66,0,0,1,0,1,8,15517.497983
Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,1.28,7.15,1,0,0,0,1,8,27961.695
Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,118.0,5.0,1.28,3.5,0,0,1,0,1,14,54326.46653
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,75.0,5.0,1.28,3.5,1,0,0,0,1,10,83228.917224
Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,1.28,3.45,1,0,0,0,1,11,35418.147
Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,1.28,3.55,0,0,1,0,1,8,17338.736384
BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,190.0,5.0,1.28,25.99,1,0,0,1,0,9,19086.653007
Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,1.28,5.25,1,0,0,0,1,12,49709.68
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,1.28,2.9,1,0,0,0,1,11,29393.333784
Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,227.0,5.0,1.28,2.05,0,0,1,1,0,19,62137.1
Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,1.28,3.75,0,0,1,0,1,7,18641.13
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498.0,89.84,5.0,1.28,6.75,1,0,0,0,1,10,42253.228
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995.0,62.0,5.0,1.28,0.95,0,0,1,0,1,13,13048.791
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,177.0,5.0,1.28,52.0,1,0,0,1,0,7,13048.791
Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997.0,141.1,5.0,1.28,3.91,0,0,1,0,1,17,73943.149
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,1.28,27.3,0,0,1,1,0,5,8541.987137
Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36,1197.0,78.9,5.0,1.28,2.7,0,0,1,0,1,15,385250.02
Maruti Swift LDI,Delhi,2013,70000,First,22.9,1248.0,74.0,5.0,1.28,3.5,1,0,0,0,1,11,43495.97
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,18.5,1197.0,83.14,5.0,1.28,6.2,0,0,1,1,0,8,11184.678
Nissan Micra Diesel XV,Chennai,2011,83000,First,23.08,1461.0,63.1,5.0,1.28,2.75,1,0,0,0,1,13,51573.793
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,23.4,1248.0,74.0,5.0,1.28,3.25,1,0,0,0,1,9,80778.23
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,17.8,1399.0,67.0,5.0,1.28,3.25,1,0,0,0,1,12,39394.9214
Maruti Zen LX,Kolkata,2003,65000,First,17.3,993.0,60.0,5.0,1.28,0.65,0,0,1,0,1,21,40389.115
Mini Clubman Cooper S,Pune,2017,8350,First,13.8,1998.0,192.0,5.0,1.28,35.0,0,0,1,0,1,7,5188.4478500000005
Toyota Etios GD,Kolkata,2014,45000,First,23.59,1364.0,67.05,5.0,1.28,3.25,1,0,0,0,1,10,27961.695
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,24.7,796.0,47.3,5.0,1.28,2.9,0,0,1,0,1,6,16279.9202
Maruti Alto VXi,Bangalore,2011,11000,Third,18.9,796.0,47.0,5.0,1.28,2.9,0,0,1,0,1,13,6835.081
BMW X5 3.0d,Bangalore,2009,90000,Second,11.0,2993.0,235.0,5.0,1.28,17.75,1,0,0,1,0,15,55923.39
Nissan Teana XV,Mumbai,2015,74000,Second,11.07,2496.0,179.5,5.0,1.28,8.25,0,0,1,1,0,9,45981.454
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,First,18.9,1197.0,82.0,5.0,1.28,5.77,0,0,1,1,0,9,23041.058051
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,24.3,1248.0,88.5,5.0,1.28,9.49,1,0,0,0,1,7,24233.469
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,12.07,2967.0,241.4,7.0,1.28,12.95,1,0,0,1,0,16,61515.729
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,First,17.9,2143.0,136.0,5.0,1.28,20.0,1,0,0,1,0,9,23612.098
Maruti 800 AC,Chennai,2007,72000,Third,16.1,796.0,37.0,4.0,1.28,1.0,0,0,1,0,1,17,44738.712
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Second,20.45,1461.0,83.8,5.0,1.28,7.1,1,0,0,0,1,9,57787.503000000004
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,First,21.43,1364.0,87.2,5.0,1.28,16.5,1,0,0,0,1,7,3666.0889
Mercedes-Benz New C-Class 220,Chennai,2014,25000,First,15.8,2148.0,170.0,5.0,1.28,26.0,1,0,0,0,1,10,15534.275
Maruti Ritz VDi,Hyderabad,2010,68000,Second,21.1,1248.0,73.9,5.0,1.28,3.2,1,0,0,0,1,14,42253.228
Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,16.0,1497.0,117.3,7.0,1.28,9.48,0,0,1,1,0,7,22168.031796
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,First,24.4,1120.0,71.0,5.0,1.28,4.0,1,0,0,0,1,9,46174.07901
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,First,14.21,2143.0,203.0,5.0,1.28,26.5,1,0,0,1,0,10,36887.068044
